stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,0,0.94,0,0
2dpf,0.91,1.07,1.78,0,0
3dpf,0,0,1.05,9.11,0.31
5dpf,0,0,0,1.61,0.75
10dpf,0,0,0,1.16,0
