stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.56,0,0.69,0.48,0,0,0
3dpf,0.74,0.37,0,1.03,0,0.58,0.51
5dpf,0.93,1.94,0,1.79,1.19,0,0.37
10dpf,1.5,1.39,0,1.77,0,0,0
