stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
12hpf,0,0,0,0,0,0,2.76,0
19hpf,0,0,2.49,0,0,0,0,0
24hpf,0,0.82,0,0,0,0,0,0
2dpf,3.81,0,0,0,0,2.53,0,0
3dpf,17.22,4.36,0.96,1.45,1.78,0,0,24.91
5dpf,0.52,0.47,1.97,0,2.7,0.59,0,64.87
10dpf,0.94,9.67,0,0,1.48,0,0,9.92
