stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.09,0,0,0.69
3dpf,10.72,0,0.4,0
5dpf,2.72,0.69,0,0
10dpf,24.68,0,0.63,0
