stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,1.57,3.74,0.58
3dpf,1.81,0,0,0
5dpf,1.92,0,0.47,1.01
10dpf,1.03,0,0,0
