stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.62,0,0,0,0,0.86,0
3dpf,2.17,0.36,0,0,1.62,0.29,0
5dpf,0.42,0,0.43,1.02,4.69,0,0.73
10dpf,0.39,0,0.71,0.48,0.38,1.21,0
