stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,1.83,0,0,1.73,3.9,0.55,0,2.14
3dpf,2.88,0.58,0,0,2.24,0.37,0,0.84
5dpf,1.43,0.74,0,0,2.37,2.41,0.29,1.89
10dpf,2.2,0,1.15,0,1.33,0,0,0
