stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,29.37,0,0,0
3dpf,70.99,0,0,0
5dpf,62.3,0.4,3.57,0.71
10dpf,56.13,0,0.63,0.53
