stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,3.32,0,0,0,0
3dpf,8.54,0.41,0.35,0.36,0.67
5dpf,1.02,0,0,0,1.38
10dpf,5.79,0,0,0,0
