stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.85,2.16,0,0.49
3dpf,0.79,0.31,0,0,0,0,0
5dpf,0,0,0,0,0,0.67,0.98
10dpf,1.19,0,1.44,0.78,1.25,0,0
