stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,1.52
3dpf,4.8,0,0,0.52,0,0,0
5dpf,3.71,0.32,0.68,2.62,0.32,1.65,0
10dpf,5.66,0,0,0,0,0,0
