stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0.92,0,0,0,0
2dpf,0.85,0,0,0,0.5,0,3.54,0,0
3dpf,34.97,0,0,0.63,0.68,0,0,2.09,0.39
5dpf,0.57,0.91,0.37,0.86,2.65,1.1,5.14,1.7,0
10dpf,14.31,0,0,0,3.05,1.17,0,1.06,0
