stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,3.27
3dpf,1.54,0,0.64,0,0.36
5dpf,1.34,0,0.53,4.04,3.87
10dpf,0,1.52,0,0,3.38
