stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,56,0,0,0,0,0,0,0,0,0
12hpf,60.27,3.8,0,1.94,20.64,2.01,0,4.01,48.09,24.96
14hpf,73.93,2.23,5.44,2.47,10.12,0,0,0,32.33,10.13
16hpf,172.13,1.74,29.9,12.61,50.52,38.86,8.29,3.82,67.35,64.26
19hpf,89.01,0,2.13,3.09,10.2,0,0,0,3.39,2.16
24hpf,127.41,0,3.09,1.67,16.83,11.57,2.31,0,23.1,4.22
2dpf,204.77,7.03,17.05,29.02,70.47,151.17,30.31,3.09,51.73,43.61
3dpf,268.57,4.75,12.81,5.34,7.25,78.33,5,0,12.06,17.32
5dpf,81.16,2.41,27.34,21.39,16.88,269.57,15.24,7.4,57.31,119.55
10dpf,165.35,16.39,57.34,15.95,15.67,182.08,14.75,0,51.56,30.68
