stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.16,0,0
3dpf,0.33,0.29,0,0
5dpf,0.47,0.79,0,0.4
10dpf,0.7,0,1.15,0
