stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
12hpf,2.06,0,0,0,0,0
2dpf,0.95,0,0,0,1.38,0
3dpf,12.94,0.78,0,0.32,1.02,0.59
5dpf,2.13,0,1.26,0,0.37,0
10dpf,6.9,0,0,0,0,0
