stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.53,0,0,0,0,0,0,0,112.12,0
12hpf,391.22,14.89,0,3.8,17.18,0,0,2.01,765.66,10.8
14hpf,452.36,17.34,3.04,14.59,106.37,0,4.48,7.45,1231.99,118.52
16hpf,255.45,78.15,0,5.09,38.33,2.22,7.82,10.97,803.63,209.91
19hpf,385.56,22.44,0,5.48,16.82,1.76,3.81,19.99,228.97,64.17
24hpf,243.2,13.94,0,10.89,30.05,29.25,8.68,14.35,152.41,37.77
2dpf,941.61,3.8,9.17,10.03,123.69,285.37,22.33,6.9,141.13,69.66
3dpf,39.03,3.93,0.3,0,52.96,243.48,5.31,0,35.64,10.07
5dpf,226.36,1.31,3.36,9.93,15.8,300.38,16.71,11.47,71.21,41.09
10dpf,124.55,9.21,0.43,3.93,19.66,185.77,11.15,0.72,47.25,11.96
