stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.17,0,0.49,0.58,0,0
3dpf,1.49,0,0.89,0,0,2.65
5dpf,0,0.54,2.52,0,0,14.83
10dpf,0.87,0,0.43,0.49,0.96,12.42
