stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,2.37,0,2.45,0,0,1.09,0.62
3dpf,15.71,0,0,0.81,0,0,0
5dpf,1.23,1.1,1.3,2.86,0,0.62,1.24
10dpf,5.59,0,2.45,0,0.81,0,0
