stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
16hpf,0,0,0,0,0,0,1.75
24hpf,0,0,1.33,0,0,0,0
2dpf,5.11,0,4.52,0,2.58,0.5,13.9
3dpf,0.47,2.03,0,0.43,0,0,23.39
5dpf,2.98,5.32,2.61,0.43,2.34,0.49,114.45
10dpf,0.46,3.73,0,0,3.08,0.72,13.74
