stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0.91,0,0,0,0,0
2dpf,2.02,0,0,2.31,0.5,0
3dpf,28.9,0,0.87,0.29,0.58,0
5dpf,0.4,0.43,0,0,0,0.66
10dpf,32.24,0,0,0.39,0.45,1.31
