stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,1.26,0,0,0,0.72,0
5dpf,0,0,0,0,1.45,0.49
10dpf,1.96,0.39,1.07,1.06,0,0
