stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,3.8,0,0,0,0,0,0,0,0
2dpf,3.22,3.4,0,0,0,0,3.61,0,0
3dpf,0.41,4.88,0,0,0.36,0,0,0,0
5dpf,1.75,5.85,1.8,0,2.69,0,0,0.75,2.41
10dpf,6.52,24.97,0,1.29,4.19,0.51,0,3.17,0
