stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,17.26,0,0,0,0,0,0,0,0,8.65
12hpf,23.63,4.22,0,3.74,21.01,3.79,0,1.85,15.16,7.63
14hpf,13.51,0,0,2.26,2.33,0,0,2.38,0,10.2
16hpf,17.72,1.85,1.91,1.64,3.68,5.74,2.4,0,5.78,7.1
19hpf,92.53,0,0,0,7.56,1.77,0,0,0,4.97
24hpf,43.65,0,2.89,0.95,9.34,2.67,0,0,5.25,0
2dpf,109.51,4.48,4.86,17.41,84.76,45.04,10.65,1.84,25.03,34.83
3dpf,61.18,0.61,0.33,1.29,0.82,14.53,0.69,0,2.62,5.08
5dpf,24.86,3.26,19.17,8.66,17.62,76.31,3.98,0.87,11.81,19.95
10dpf,15.57,0,3.68,0.82,0.72,4.36,0.37,0,0.7,0
