stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.71,0,0,0,0,0,0,0,0,0
12hpf,5.06,0,0,1.89,0,0,0,0,0,2.28
14hpf,0,2.25,9.3,0,0,0,0,0,0,4.73
16hpf,3.38,1.87,24.11,11.04,6.01,0,0,0,1.88,1.72
19hpf,2.04,0,1.74,0,0,0,0,0,0,3.48
24hpf,10.78,0.92,2.58,1.66,2.59,3.2,0.82,0,1.88,4.8
2dpf,80.15,2.16,5.15,22.27,43.33,106.05,8.78,3.56,30.01,39.4
3dpf,151.05,0.85,4.77,2.67,8.49,88.35,5.07,0,5.02,9.77
5dpf,51.5,5.36,23.22,12.68,14.42,145.88,11.74,3.92,19.77,70.97
10dpf,114.33,4.27,20.75,4.02,0.97,66.56,3.48,0,13.16,8.38
