stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.98,0,0.87,2.94,1.27,0.95,0,0,0
3dpf,1.49,0,2.98,1.75,0,2.58,0.55,0,1.37
5dpf,2.49,0.87,8.89,4.86,1.86,10.81,0.86,0,9.02
10dpf,5.06,2.28,12.32,3.28,0.42,2.91,0,1.21,7.31
