stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,periderm
2dpf,0,15.01,0,1.11
3dpf,0,2.16,0,0
5dpf,0,3.92,0,0
10dpf,1.68,12.39,0.63,0
