stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.73,0,1.01,0.59,1.7
3dpf,0.95,0,1.32,0,0
5dpf,0,0.46,2.72,0,3.42
10dpf,0,0,5.44,0,3.37
