stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.35,0,0,0,0
3dpf,0.69,5,0,0,0.49,0,0
5dpf,0,10.7,0,1.42,0,1.32,1.02
10dpf,0,8.98,0,0,0,0,0
