stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,7,0,0,2.12,0,0,0,4.98
3dpf,142.26,0,0.58,1.51,1.49,0,0,1.48
5dpf,8.95,0,0,1.84,7.81,0.88,1.32,9.99
10dpf,64.87,0.95,0.96,0,4.87,1.02,0,5.27
