stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.35,0,1.05,7.77,0,2.34,1.36,0
3dpf,1,0,0.41,7.39,0,0,0.29,0.5
5dpf,0,1.08,1.62,17.58,0,6.63,2.16,2.47
10dpf,0,0,3.56,1.36,1.27,0,0,0
