stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.92,0,3.09
3dpf,1.96,1.23,0,0,0.29,0.53
5dpf,0,0,0.52,0,1.82,1.49
10dpf,0,0.43,0,0,0,0.41
