stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,18.8,8.38,9.11
12hpf,55.42,14.14,0,4.29,1.77,12.3,0,142.29,63.37,12.34
14hpf,11.68,0,18.87,0,0,3.02,2.24,27.95,12.91,17.38
16hpf,93.91,0,65.06,3.72,29.45,7.97,10.91,52.31,66.73,72.93
19hpf,53.39,1.73,19.09,0,4.33,5.23,10.94,44.3,26.93,63.99
24hpf,116.87,4.74,582.28,22.14,34.36,23.53,107.67,8.52,124.43,51.3
2dpf,162.06,5.06,53.21,20.21,59.17,168.9,53.88,3.48,56.34,126.71
3dpf,298.05,15.25,20.34,14.51,7.25,84.49,3.74,0,8.24,45.36
5dpf,96.02,19.77,89.88,77.38,13.74,194.82,31.3,7.9,48.69,279.58
10dpf,251.31,85.5,140.38,43.35,20.78,163.57,15.97,0,32.93,60.37
