stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.65,0,0,0.64
3dpf,5.22,0,2.22,0,0.83,0.92
5dpf,0,0,5.68,0,0,0.74
10dpf,3.97,1.58,11.35,0.59,12.01,3.82
