stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,4.63,0,1.53,0.58,0.58
3dpf,21.69,0.31,0,0.81,0
5dpf,9.36,1.1,0.39,2.12,2.63
10dpf,44.46,0,0,0,0
