stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.82,0,1.61,2.01,1.62,0.86,2.04
3dpf,27.61,0,0.39,1.51,10.66,0.32,0.31
5dpf,2.7,1.18,0.49,0,4.54,0,0.32
10dpf,17.46,0.4,0,0,2.74,1.42,0
