stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,1.01,0,0.57
3dpf,2.84,0,0.85,0,0.29,0,0
5dpf,0.66,0.51,0,1.08,0,1.09,1.26
10dpf,1.59,0,0,0,1.99,0,0.98
