stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.07,0,0,0,0,0,0,11.3,0,0
12hpf,12.98,0,1.76,2.34,19.97,1.95,0,25.05,8.45,47.99
14hpf,12.38,0,4.75,2.48,5.63,2.71,0,17.38,0,21.49
16hpf,65.92,5.98,0,10.4,57.77,6.93,0,7.84,14.7,58.15
19hpf,59.37,0,0,1.84,22.07,3.59,3.04,6.44,6.67,33.14
24hpf,77.77,0.93,0,19.42,54.16,20.6,3.58,1.99,23.9,13
2dpf,405.16,9.86,17.09,111.9,247.1,492.11,54.68,16.73,142.36,166.47
3dpf,786.16,6.21,7.03,42.33,61.18,640.03,14.71,0,31.35,31.19
5dpf,246.75,24.62,52.62,188.04,108.69,1261.99,78.27,35.57,145.48,308.29
10dpf,1198.29,31.36,51.5,105.22,61.59,762.7,53.48,1.19,64.41,52.39
