stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,2.92,0,0,4.6,0.91
3dpf,0.32,0,1.73,0,0
5dpf,0,1.03,0.74,4.66,0
10dpf,6.28,0,3.09,1.85,0
