stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,400.34,11.41,0,0,205.66,0,0,118.77,241.82,536.61
12hpf,159.23,42.18,2.15,8.9,111.3,43.16,1.99,155.18,94.88,186.2
14hpf,144.21,7.53,5.98,29.65,83.56,52.19,8.25,80.39,59.5,976.13
16hpf,126.01,17.2,4.32,19.6,81.85,26.92,1.8,74.52,63.64,467.13
19hpf,198.78,5.94,5.81,24.64,78.6,14.41,13.54,54.97,6.26,1061.08
24hpf,131.8,6.74,25.76,23.12,69.09,32.23,26.85,11.34,47.73,173.33
2dpf,653.13,12.1,85.13,115.37,307.79,749.77,116.88,29.56,178.39,699.54
3dpf,1799.93,49.99,37.68,62.63,58.46,734.45,24.84,0,41.25,263.65
5dpf,299.73,68.24,121.55,200.18,67.28,765.8,90.01,30.71,127.1,773.92
10dpf,1220.37,125.61,131.51,187.44,77.82,884.64,79.65,3.91,125.99,323.74
