stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.48,0,0,0.51,0.54,0,0.69,0
3dpf,0.89,0.78,0,0,0,0.33,0,5.29
5dpf,12.08,13.83,2.17,4.66,3.07,22.23,3.88,202.62
10dpf,2.86,3.9,0.42,0,0,1.63,0,170.6
