stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,0,1.08
3dpf,2.95,0.6,0.35,0,0.5,2.2,0
5dpf,0,0,0.4,0.7,0,4.1,0.89
10dpf,1.78,0,0.92,1.12,0,1.35,0
