stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,5.3,0,0,0.38,10.88
5dpf,5.66,1.69,0.57,2.13,132.93
10dpf,1.35,0,0,0,1.45
