stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,131.24,0,42.77,0,48.7,0,0,8.96,49.79,9.13
12hpf,137.65,14.72,8.42,24.26,54.11,25.3,0,34.45,66.45,80.25
14hpf,168.04,8.54,44.16,53.78,48.92,19.52,0,6.05,45.43,118.35
16hpf,66.15,8.7,1.71,20.7,36.37,7.3,3.42,4.69,25.78,54.58
19hpf,40.48,3.56,0,7.37,9.01,1.6,0,0,0,14.85
24hpf,52.02,0,3.12,12.25,17.23,3.56,0,0,11.03,20.31
2dpf,185.5,3.5,13.92,37.03,125.15,195.5,13.75,2.06,50.31,69.23
3dpf,91.67,3.33,3.8,17.1,12.62,199.08,5.63,0,8,22.2
5dpf,45.88,8.02,17.44,32.82,15.47,195.02,11.98,2.32,24.64,78.29
10dpf,49.07,4.27,16.98,13.08,2.49,50.05,4.4,0,2.98,8.82
