stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,118.13,11.82,0,0,38.25,0,0,0,0,17.57
12hpf,90.23,4.09,0,1.76,6.54,0,0,0,7.24,11.31
14hpf,97.58,0,2.88,10.03,5.51,6.72,0,3.52,5.04,16.44
16hpf,126.11,3.61,0,5.46,17.23,7.35,0,0,24.22,23.81
19hpf,267.66,0,0,4.75,7.03,0,0,1.6,2,5.75
24hpf,162.69,0,0.88,2.75,23.02,13.06,0,0,13.84,11.96
2dpf,536.11,6.82,11.43,47.88,142.1,251.74,28.47,0.61,50.51,74.38
3dpf,1108.83,3.99,6.15,16.67,22.71,183.3,6.63,0,11.79,21.27
5dpf,84.52,3.76,20.67,31.09,19.48,204.02,20.52,7.39,31.07,72.65
10dpf,466.55,12.64,30.37,36.47,17.23,211.93,7.35,0,24.6,21.45
