stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,109.63,0
12hpf,4.47,0,0,0,35.67,0,0,0,616.06,0
14hpf,0,0,0,0,7.28,0,0,0,904.12,0
16hpf,31.49,0,0,0,376.94,1.71,0,5.84,4218.12,26.11
19hpf,3.43,0,0,0,188.67,0,0,0,648.58,1.95
24hpf,67.02,0,9.97,5.3,75.97,6.51,2.53,3.58,7144.46,25.87
2dpf,130.12,0,3.93,10.37,21.32,43.4,9.69,4.23,492.47,36.83
3dpf,18.9,0.78,1.07,0.43,0.43,6.25,0,0,68.32,0.51
5dpf,5.97,0,4.06,5.88,7.31,43.49,0,2.91,219.32,23.66
10dpf,37.69,16.75,1.69,5.67,11.42,12.36,0,0,223.25,2.11
