stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,3.02,0,0.83
3dpf,1.62,3.56,0,0.84,3.13,0.35,0
5dpf,3.48,4.09,0,6.21,18.03,3.44,3.34
10dpf,1.4,6.07,1.57,6.85,4.37,0,0
