stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,2.28,0,0,0
3dpf,2.18,0,0,0,0,1.03
5dpf,0.61,0,0,0.44,0,1.11
10dpf,0.62,0.45,0,1.09,1.04,0
