stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.9,0,1.28,0,0
3dpf,2.99,0,0,0,0.8
5dpf,0.35,0,0,0,0
10dpf,1.41,1.39,0.73,2.34,0.54
