stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.01,0,0,0,0,2.14,0
3dpf,15.59,0.31,0,0,0.46,0,0.75
5dpf,0.48,0,0.65,0,1.73,0.45,0.84
10dpf,5.86,0,0.44,1.25,0,1.27,0
