stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,39.89,20.85,0,0,8.47,0,0,11.6,0,35.61
12hpf,7.38,7.33,2.46,0,2.6,0,0,0,2.11,27.69
14hpf,54.07,12.79,0,0,5.71,7.07,0,2.35,0,16.67
16hpf,26.94,2.1,4.56,3.78,3.74,4.18,1.74,0,1.84,9.3
19hpf,85.45,1.84,0,2.05,3.53,3.23,0,0,0,17
24hpf,61.65,0,1.94,1.65,9.13,3.68,0.88,0.93,4.52,1.97
2dpf,819.55,4.08,39.42,82.12,133.65,337.54,44.69,7.57,145.3,284.93
3dpf,2460.43,15.88,15.74,24.68,32.12,332.54,25.23,0,23.54,69.58
5dpf,481.09,26.03,98.76,157.48,42.57,561.17,270.31,17.56,76.69,477.13
10dpf,4479.92,35.4,76.76,100.14,28.35,446.28,80.28,0.57,50.27,146.86
