stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0.94,0,0,0
2dpf,1.13,0.66,2.12,0,0,0
3dpf,2.29,13.55,1.72,0.75,0,0.52
5dpf,0,10.99,16.5,4.49,0.81,2.21
10dpf,2.65,6.91,5.61,0,0,1
