stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,1.71,0
2dpf,1.77,0,0.58,0,0.68
3dpf,1.35,0,0,0,0
5dpf,4.14,0,0.45,0.39,0
10dpf,0.54,0.48,0,0,0
