stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,3.61,0,1.22,0,3.3,2.9
3dpf,13.16,0,0,0.45,1.11,0
5dpf,1.06,0,0,2.13,7.65,0
10dpf,10.52,0.75,0,0,0.99,0
