stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.07,0,1.69,0.92,0,0.66
3dpf,3.99,0,0,1.35,0,0
5dpf,1.48,0,0.97,1.36,0.74,1.23
10dpf,1.63,0.52,1.3,1.18,0,0
