stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,14.21,2.85,0,0,0
5dpf,0.65,1.43,0,0.53,0.35
10dpf,25.81,4.67,1.79,0,0
