stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.63,4.55,0,0,2.37
3dpf,23.55,0,0,2,0.48,0,0
5dpf,1.64,0.32,0,4.29,1.86,0.73,0.94
10dpf,4.91,0.75,0,1.04,0,0.61,0.41
