stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0.86,56.72,0,2.06,0,14.44,0,0,0
2dpf,8.29,233.47,0.67,2,3.26,134.2,0,0.78,6.8
3dpf,3.24,133.63,0,0,1.06,0,0,0.58,0
5dpf,1.98,420.37,1,0,12.68,34.63,0.8,3.07,4.51
10dpf,4.71,136.11,1.1,0,0.4,36.48,0,1.08,0.6
