stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0,7.03,0,0
3dpf,0,0.29,0,0.81
5dpf,0.55,22.6,1.34,1.35
10dpf,1.46,0,1.18,5.46
