stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.87,1.24,0,0,1.76,0
3dpf,26.13,0,0.42,0.29,0.53,1.83
5dpf,3.27,1.01,4.28,0,2.44,3.01
10dpf,7,0,1.11,0,0.39,2.46
