stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
12hpf,2.05,0,0,0,0,0,0
2dpf,0,0,2.33,2.03,0.67,0.85,0
3dpf,0,0.35,0,0,0.71,21.95,0
5dpf,0,0,1.2,0,0,7.64,2.57
10dpf,0,0,0.48,0,0.44,4.24,6.35
