stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,14.75,0.69,4.87,8.32,0.91,5.88,6.29
3dpf,3.1,0,0,3.35,0,0,0
5dpf,0.89,0,0,1.45,0,0.47,0.43
