stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.76,0,0
5dpf,0,0,0.31,0,0.95,0
10dpf,2.41,0.58,1.64,0,0,1.25
