stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,46.19,0,0,0,0,0,0
12hpf,45.62,0,0,0,0,0,0
14hpf,40.44,2.29,0,0,2.72,2.26,0
16hpf,106.49,44.33,2.28,0,0,0,0
19hpf,37.54,29.8,0,0,0,0,0
24hpf,54.53,0,0,0,0,0.84,1
2dpf,289.01,16.2,2.81,5.74,2.67,2.52,6.5
3dpf,50.18,5.11,0,4.03,0,0,3.77
5dpf,57.81,7.23,0,5.88,1.71,1.5,3.22
10dpf,17.1,5.19,0,1.15,0,0,0
